date,close
2019-01-02 00:00:00+00:00,40.4
2019-01-03 00:00:00+00:00,39.68
2019-01-04 00:00:00+00:00,41.3
2019-01-07 00:00:00+00:00,41.71
2019-01-08 00:00:00+00:00,41.45
2019-01-09 00:00:00+00:00,41.74
2019-01-10 00:00:00+00:00,41.66
2019-01-11 00:00:00+00:00,41.74
2019-01-14 00:00:00+00:00,42.48
2019-01-15 00:00:00+00:00,42.88
2019-01-16 00:00:00+00:00,44.49
2019-01-17 00:00:00+00:00,42.53
2019-01-18 00:00:00+00:00,43.69
2019-01-22 00:00:00+00:00,42.41
2019-01-23 00:00:00+00:00,42.15
2019-01-24 00:00:00+00:00,42.05
2019-01-25 00:00:00+00:00,42.98
2019-01-28 00:00:00+00:00,42.65
2019-01-29 00:00:00+00:00,42.49
2019-01-30 00:00:00+00:00,42.79
2019-01-31 00:00:00+00:00,42.3
2019-02-01 00:00:00+00:00,41.82
2019-02-04 00:00:00+00:00,42.46
2019-02-05 00:00:00+00:00,42.45
2019-02-06 00:00:00+00:00,42.38
2019-02-07 00:00:00+00:00,41.48
2019-02-08 00:00:00+00:00,40.81
2019-02-11 00:00:00+00:00,40.21
2019-02-12 00:00:00+00:00,41.15
2019-02-13 00:00:00+00:00,41.19
2019-02-14 00:00:00+00:00,40.72
2019-02-15 00:00:00+00:00,41.99
2019-02-19 00:00:00+00:00,42.16
2019-02-20 00:00:00+00:00,42.42
2019-02-21 00:00:00+00:00,41.96
2019-02-22 00:00:00+00:00,41.79
2019-02-25 00:00:00+00:00,42.19
2019-02-26 00:00:00+00:00,42.41
2019-02-27 00:00:00+00:00,42.56
2019-02-28 00:00:00+00:00,41.98
2019-03-01 00:00:00+00:00,42.5
2019-03-04 00:00:00+00:00,42.0
2019-03-05 00:00:00+00:00,41.9
2019-03-06 00:00:00+00:00,41.62
2019-03-07 00:00:00+00:00,41.17
2019-03-08 00:00:00+00:00,41.36
2019-03-11 00:00:00+00:00,41.85
2019-03-12 00:00:00+00:00,42.03
2019-03-13 00:00:00+00:00,42.41
2019-03-14 00:00:00+00:00,42.69
2019-03-15 00:00:00+00:00,43.33
2019-03-18 00:00:00+00:00,44.03
2019-03-19 00:00:00+00:00,43.95
2019-03-20 00:00:00+00:00,43.03
2019-03-21 00:00:00+00:00,43.13
2019-03-22 00:00:00+00:00,41.72
2019-03-25 00:00:00+00:00,41.25
2019-03-26 00:00:00+00:00,41.88
2019-03-27 00:00:00+00:00,41.37
2019-03-28 00:00:00+00:00,41.93
2019-03-29 00:00:00+00:00,42.2
2019-04-01 00:00:00+00:00,43.53
2019-04-02 00:00:00+00:00,43.7
2019-04-03 00:00:00+00:00,44.38
2019-04-04 00:00:00+00:00,44.93
2019-04-05 00:00:00+00:00,44.9
2019-04-08 00:00:00+00:00,44.98
2019-04-09 00:00:00+00:00,44.26
2019-04-10 00:00:00+00:00,44.45
2019-04-11 00:00:00+00:00,44.8
2019-04-12 00:00:00+00:00,46.69
2019-04-15 00:00:00+00:00,46.08
2019-04-16 00:00:00+00:00,47.02
2019-04-17 00:00:00+00:00,48.26
2019-04-18 00:00:00+00:00,47.55
2019-04-22 00:00:00+00:00,47.29
2019-04-23 00:00:00+00:00,47.35
2019-04-24 00:00:00+00:00,47.38
2019-04-25 00:00:00+00:00,47.29
2019-04-26 00:00:00+00:00,47.89
2019-04-29 00:00:00+00:00,48.46
2019-04-30 00:00:00+00:00,48.25
2019-05-01 00:00:00+00:00,47.57
2019-05-02 00:00:00+00:00,47.81
2019-05-03 00:00:00+00:00,48.06
2019-05-06 00:00:00+00:00,47.71
2019-05-07 00:00:00+00:00,46.71
2019-05-08 00:00:00+00:00,46.53
2019-05-09 00:00:00+00:00,46.45
2019-05-10 00:00:00+00:00,46.34
2019-05-13 00:00:00+00:00,44.18
2019-05-14 00:00:00+00:00,44.01
2019-05-15 00:00:00+00:00,43.9
2019-05-16 00:00:00+00:00,44.28
2019-05-17 00:00:00+00:00,43.88
2019-05-20 00:00:00+00:00,43.87
2019-05-21 00:00:00+00:00,44.39
2019-05-22 00:00:00+00:00,43.49
2019-05-23 00:00:00+00:00,42.71
2019-05-24 00:00:00+00:00,42.96
2019-05-28 00:00:00+00:00,42.17
2019-05-29 00:00:00+00:00,42.19
2019-05-30 00:00:00+00:00,41.83
2019-05-31 00:00:00+00:00,40.69
2019-06-03 00:00:00+00:00,40.73
2019-06-04 00:00:00+00:00,42.48
2019-06-05 00:00:00+00:00,42.43
2019-06-06 00:00:00+00:00,42.81
2019-06-07 00:00:00+00:00,42.7
2019-06-10 00:00:00+00:00,43.29
2019-06-11 00:00:00+00:00,43.67
2019-06-12 00:00:00+00:00,42.62
2019-06-13 00:00:00+00:00,42.95
2019-06-14 00:00:00+00:00,42.82
2019-06-17 00:00:00+00:00,42.51
2019-06-18 00:00:00+00:00,43.34
2019-06-19 00:00:00+00:00,43.14
2019-06-20 00:00:00+00:00,43.46
2019-06-21 00:00:00+00:00,43.58
2019-06-24 00:00:00+00:00,43.07
2019-06-25 00:00:00+00:00,42.66
2019-06-26 00:00:00+00:00,42.99
2019-06-27 00:00:00+00:00,43.49
2019-06-28 00:00:00+00:00,43.81
2019-07-01 00:00:00+00:00,43.95
2019-07-02 00:00:00+00:00,43.83
2019-07-03 00:00:00+00:00,43.99
2019-07-05 00:00:00+00:00,44.21
2019-07-08 00:00:00+00:00,43.49
2019-07-09 00:00:00+00:00,43.78
2019-07-10 00:00:00+00:00,43.31
2019-07-11 00:00:00+00:00,44.18
2019-07-12 00:00:00+00:00,44.87
2019-07-15 00:00:00+00:00,44.43
2019-07-16 00:00:00+00:00,44.43
2019-07-17 00:00:00+00:00,43.77
2019-07-18 00:00:00+00:00,44.43
2019-07-19 00:00:00+00:00,44.39
2019-07-22 00:00:00+00:00,44.5
2019-07-23 00:00:00+00:00,45.1
2019-07-24 00:00:00+00:00,45.5
2019-07-25 00:00:00+00:00,44.87
2019-07-26 00:00:00+00:00,45.74
2019-07-29 00:00:00+00:00,45.23
2019-07-30 00:00:00+00:00,44.67
2019-07-31 00:00:00+00:00,44.56
2019-08-01 00:00:00+00:00,42.93
2019-08-02 00:00:00+00:00,42.12
2019-08-05 00:00:00+00:00,40.49
2019-08-06 00:00:00+00:00,41.22
2019-08-07 00:00:00+00:00,40.56
2019-08-08 00:00:00+00:00,41.27
2019-08-09 00:00:00+00:00,41.5
2019-08-12 00:00:00+00:00,40.36
2019-08-13 00:00:00+00:00,40.69
2019-08-14 00:00:00+00:00,39.33
2019-08-15 00:00:00+00:00,39.1
2019-08-16 00:00:00+00:00,39.94
2019-08-19 00:00:00+00:00,40.37
2019-08-20 00:00:00+00:00,39.9
2019-08-21 00:00:00+00:00,39.94
2019-08-22 00:00:00+00:00,40.27
2019-08-23 00:00:00+00:00,39.33
2019-08-26 00:00:00+00:00,40.16
2019-08-27 00:00:00+00:00,39.79
2019-08-28 00:00:00+00:00,40.38
2019-08-29 00:00:00+00:00,41.29
2019-08-30 00:00:00+00:00,41.49
2019-09-03 00:00:00+00:00,40.99
2019-09-04 00:00:00+00:00,41.53
2019-09-05 00:00:00+00:00,42.47
2019-09-06 00:00:00+00:00,42.18
2019-09-09 00:00:00+00:00,43.11
2019-09-10 00:00:00+00:00,43.58
2019-09-11 00:00:00+00:00,43.94
2019-09-12 00:00:00+00:00,44.32
