date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2019-01-02 00:00:00+00:00,40.4,40.72,38.76,39.02,10648013,35.7207948117,36.0037318003,34.2707427451,34.5006290483,10648013,0.0,1.0
2019-01-03 00:00:00+00:00,39.68,40.22,39.25,40.22,13034509,35.0841865873,35.5616427556,34.7039900089,35.5616427556,13034509,0.0,1.0
2019-01-04 00:00:00+00:00,41.3,41.58,40.28,40.5,14371614,36.5165550921,36.7641249572,35.614693441,35.8092126206,14371614,0.0,1.0
2019-01-07 00:00:00+00:00,41.71,42.16,40.98,41.51,11812629,36.8790681088,37.276948249,36.2336181035,36.7022324909,11812629,0.0,1.0
2019-01-08 00:00:00+00:00,41.45,42.41,41.08,42.3,11398177,36.6491818055,37.4979927714,36.3220359125,37.4007331815,11398177,0.0,1.0
2019-01-09 00:00:00+00:00,41.74,42.21,41.25,41.91,9223047,36.9055934515,37.3211571535,36.4723461877,37.0559037267,9223047,0.0,1.0
2019-01-10 00:00:00+00:00,41.66,41.96,41.24,41.38,7560784,36.8348592043,37.1001126311,36.4635044068,36.5872893393,7560784,0.0,1.0
2019-01-11 00:00:00+00:00,41.74,41.87,40.96,41.28,8191878,36.9055934515,37.0205366031,36.2159345417,36.4988715304,8191878,0.0,1.0
2019-01-14 00:00:00+00:00,42.48,42.79,41.12,41.31,12336263,37.5598852376,37.8339804453,36.357403036,36.525396873,12336263,0.0,1.0
2019-01-15 00:00:00+00:00,42.88,42.99,42.03,42.21,11737024,37.9135564734,38.0108160632,37.1620050974,37.3211571535,11737024,0.0,1.0
2019-01-16 00:00:00+00:00,44.49,45.11,43.67,44.0,30530372,39.3370831973,39.8852736127,38.612057164,38.9038359335,30530372,0.0,1.0
2019-01-17 00:00:00+00:00,42.53,43.18,41.61,42.45,47037208,37.6040941421,38.1788099002,36.7906502999,37.5333598949,47037208,0.0,1.0
2019-01-18 00:00:00+00:00,43.69,43.77,42.56,43.02,20614355,38.6297407258,38.700474973,37.6306194848,38.0373414059,20614355,0.0,1.0
2019-01-22 00:00:00+00:00,42.41,42.74,41.93,42.42,20202401,37.4979927714,37.7897715409,37.0735872885,37.5068345523,20202401,0.0,1.0
2019-01-23 00:00:00+00:00,42.15,42.62,41.66,42.52,15583917,37.2681064681,37.6836701701,36.8348592043,37.5952523612,15583917,0.0,1.0
2019-01-24 00:00:00+00:00,42.05,42.58,41.84,41.95,13421572,37.1796886592,37.6483030466,36.9940112604,37.0912708502,13421572,0.0,1.0
2019-01-25 00:00:00+00:00,42.98,43.25,42.55,42.67,13422970,38.0019742823,38.2407023665,37.6217777039,37.7278790746,13422970,0.0,1.0
2019-01-28 00:00:00+00:00,42.65,42.73,42.06,42.44,10396739,37.7101955128,37.78092976,37.1885304401,37.5245181141,10396739,0.0,1.0
2019-01-29 00:00:00+00:00,42.49,42.7,42.11,42.53,9916424,37.5687270185,37.7544044173,37.2327393446,37.6040941421,9916424,0.0,1.0
2019-01-30 00:00:00+00:00,42.79,42.97,42.07,42.35,12348090,38.0992338722,38.2595017408,37.4581623978,37.7074679712,12348090,0.3,1.0
2019-01-31 00:00:00+00:00,42.3,42.67,42.18,42.3,11163543,37.6629491188,37.9923886264,37.556103873,37.6629491188,11163543,0.0,1.0
2019-02-01 00:00:00+00:00,41.82,42.73,41.79,42.3,13322116,37.2355681359,38.0458112493,37.2088568244,37.6629491188,13322116,0.0,1.0
2019-02-04 00:00:00+00:00,42.46,42.46,41.68,41.9,8715318,37.8054094464,37.8054094464,37.1109153492,37.3067982997,8715318,0.0,1.0
2019-02-05 00:00:00+00:00,42.45,42.56,42.22,42.38,9971528,37.7965056759,37.8944471512,37.591718955,37.7341792826,9971528,0.0,1.0
2019-02-06 00:00:00+00:00,42.38,42.85,42.09,42.3,9744196,37.7341792826,38.152656495,37.4759699388,37.6629491188,9744196,0.0,1.0
2019-02-07 00:00:00+00:00,41.48,42.18,41.04,42.11,12745444,36.9328399396,37.556103873,36.5410740386,37.4937774797,12745444,0.0,1.0
2019-02-08 00:00:00+00:00,40.81,41.34,40.12,41.03,13993932,36.3362873177,36.808187153,35.7219271547,36.5321702682,13993932,0.0,1.0
2019-02-11 00:00:00+00:00,40.21,41.08,40.19,41.0,17058346,35.802061089,36.5766891206,35.7842535481,36.5054589567,17058346,0.0,1.0
2019-02-12 00:00:00+00:00,41.15,41.5,40.65,40.65,12400817,36.6390155139,36.9506474806,36.19382699,36.19382699,12400817,0.0,1.0
2019-02-13 00:00:00+00:00,41.19,42.03,41.16,41.5,9528340,36.6746305958,37.4225473159,36.6479192844,36.9506474806,9528340,0.0,1.0
2019-02-14 00:00:00+00:00,40.72,41.53,40.28,40.81,10414619,36.2561533834,36.977358792,35.8643874824,36.3362873177,10414619,0.0,1.0
2019-02-15 00:00:00+00:00,41.99,42.08,41.13,41.16,13289736,37.386932234,37.4670661683,36.6212079729,36.6479192844,13289736,0.0,1.0
2019-02-19 00:00:00+00:00,42.16,42.28,41.43,41.58,9401735,37.5382963321,37.6451415778,36.8883210873,37.0218776444,9401735,0.0,1.0
2019-02-20 00:00:00+00:00,42.42,42.48,42.02,42.09,10031557,37.7697943645,37.8232169874,37.4136435454,37.4759699388,10031557,0.0,1.0
2019-02-21 00:00:00+00:00,41.96,42.52,41.685,42.39,9603574,37.3602209225,37.8588320693,37.1153672344,37.7430830531,9603574,0.0,1.0
2019-02-22 00:00:00+00:00,41.79,42.24,41.6,42.05,10132145,37.2088568244,37.6095264959,37.0396851854,37.4403548568,10132145,0.0,1.0
2019-02-25 00:00:00+00:00,42.19,42.86,42.11,42.13,10804675,37.5650076435,38.1615602655,37.4937774797,37.5115850207,10804675,0.0,1.0
2019-02-26 00:00:00+00:00,42.41,42.68,41.63,41.98,10404423,37.760890594,38.0012923969,37.0663964968,37.3780284635,10404423,0.0,1.0
2019-02-27 00:00:00+00:00,42.56,42.71,42.25,42.47,6916606,37.8944471512,38.0280037083,37.6184302664,37.8143132169,6916606,0.0,1.0
2019-02-28 00:00:00+00:00,41.98,42.62,41.84,42.49,12299943,37.3780284635,37.947869774,37.2533756768,37.8321207578,12299943,0.0,1.0
2019-03-01 00:00:00+00:00,42.5,42.87,42.35,42.35,12336072,37.8410245283,38.170464036,37.7074679712,37.7074679712,12336072,0.0,1.0
2019-03-04 00:00:00+00:00,42.0,43.1,41.8,42.55,12115076,37.3958360045,38.375250757,37.2177605949,37.8855433807,12115076,0.0,1.0
2019-03-05 00:00:00+00:00,41.9,42.04,41.19,41.98,10449055,37.3067982997,37.4314510864,36.6746305958,37.3780284635,10449055,0.0,1.0
2019-03-06 00:00:00+00:00,41.62,42.09,41.59,41.83,7062738,37.0574927263,37.4759699388,37.0307814149,37.2444719063,7062738,0.0,1.0
2019-03-07 00:00:00+00:00,41.17,41.35,40.63,41.32,12502143,36.6568230548,36.8170909234,36.1760194491,36.790379612,12502143,0.0,1.0
2019-03-08 00:00:00+00:00,41.36,41.5,40.4,40.58,11748387,36.8259946939,36.9506474806,35.9712327281,36.1315005967,11748387,0.0,1.0
2019-03-11 00:00:00+00:00,41.85,42.21,41.66,41.7,7191561,37.2622794473,37.5828151845,37.0931078082,37.1287228901,7191561,0.0,1.0
2019-03-12 00:00:00+00:00,42.03,42.19,41.82,41.95,7204448,37.4225473159,37.5650076435,37.2355681359,37.3513171521,7204448,0.0,1.0
2019-03-13 00:00:00+00:00,42.41,42.65,42.2,42.4,9269046,37.760890594,37.9745810855,37.573911414,37.7519868235,9269046,0.0,1.0
2019-03-14 00:00:00+00:00,42.69,42.92,42.3,42.3,8351177,38.0101961674,38.2149828884,37.6629491188,37.6629491188,8351177,0.0,1.0
2019-03-15 00:00:00+00:00,43.33,43.47,42.54,42.68,18992637,38.5800374779,38.7046902646,37.8766396102,38.0012923969,18992637,0.0,1.0
2019-03-18 00:00:00+00:00,44.03,44.21,43.47,43.47,10305938,39.2033014113,39.3635692799,38.7046902646,38.7046902646,10305938,0.0,1.0
2019-03-19 00:00:00+00:00,43.95,44.89,43.88,44.62,12548514,39.1320712475,39.9690256724,39.0697448542,39.7286238695,12548514,0.0,1.0
2019-03-20 00:00:00+00:00,43.03,43.8,42.93,43.74,15078498,38.3129243636,38.9985146904,38.2238866588,38.9450920675,15078498,0.0,1.0
2019-03-21 00:00:00+00:00,43.13,43.63,42.2,42.59,14576214,38.4019620684,38.8471505923,37.573911414,37.9211584626,14576214,0.0,1.0
2019-03-22 00:00:00+00:00,41.72,42.72,41.28,42.56,25416776,37.1465304311,38.0369074788,36.7547645301,37.8944471512,25416776,0.0,1.0
2019-03-25 00:00:00+00:00,41.25,41.93,40.91,41.71,14504118,36.7280532187,37.3335096111,36.4253250224,37.1376266606,14504118,0.0,1.0
2019-03-26 00:00:00+00:00,41.88,42.23,41.34,41.71,9615437,37.2889907587,37.6006227254,36.808187153,37.1376266606,9615437,0.0,1.0
2019-03-27 00:00:00+00:00,41.37,42.05,41.29,41.82,11251640,36.8348984644,37.4403548568,36.7636683006,37.2355681359,11251640,0.0,1.0
2019-03-28 00:00:00+00:00,41.93,41.97,41.38,41.49,8397024,37.3335096111,37.369124693,36.8438022349,36.9417437101,8397024,0.0,1.0
2019-03-29 00:00:00+00:00,42.2,42.63,41.97,42.48,11811368,37.573911414,37.9567735445,37.369124693,37.8232169874,11811368,0.0,1.0
2019-04-01 00:00:00+00:00,43.53,43.95,42.75,42.78,25813282,38.7581128875,39.1320712475,38.0636187903,38.0903301017,25813282,0.0,1.0
2019-04-02 00:00:00+00:00,43.7,43.89,43.21,43.43,13101204,38.9094769856,39.0786486247,38.4731922322,38.6690751827,13101204,0.0,1.0
2019-04-03 00:00:00+00:00,44.38,44.64,44.04,44.25,11712103,39.514933378,39.7464314105,39.2122051818,39.3991843618,11712103,0.0,1.0
2019-04-04 00:00:00+00:00,44.93,45.24,44.33,44.33,9120028,40.0046407543,40.2806576391,39.4704145257,39.4704145257,9120028,0.0,1.0
